"gene_symbol","hgnc_id","gene_url","disease_label","mondo_id","disease_url","mode_of_inheritance","dosage_haploinsufficiency_assertion","dosage_triplosensitivity_assertion","dosage_report","dosage_group","gene_disease_validity_assertion_classifications","gene_disease_validity_assertion_reports","gene_disease_validity_gceps","actionability_assertion_classifications","actionability_assertion_reports","actionability_groups"
"MYH6","HGNC:7576","https://search.clinicalgenome.org/kb/genes/HGNC:7576","dilated cardiomyopathy","MONDO:0005021","https://search.clinicalgenome.org/kb/conditions/MONDO:0005021","Autosomal dominant inheritance","","","","","limited evidence (03/07/2025)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6d55ac7b-e9d8-4a97-bb20-92beeffaed96-2025-03-07T170000.000Z","Dilated Cardiomyopathy","","",""
"MYH6","HGNC:7576","https://search.clinicalgenome.org/kb/genes/HGNC:7576","hypertrophic cardiomyopathy","MONDO:0005045","https://search.clinicalgenome.org/kb/conditions/MONDO:0005045","Autosomal dominant inheritance","","","","","disputing (07/12/2023)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ee5380a4-0dee-49aa-b911-141502648144-2023-07-12T020000.000Z","Hereditary Cardiovascular Disease","","",""
"MYH6","HGNC:7576","https://search.clinicalgenome.org/kb/genes/HGNC:7576","MYH-6 related congenital heart defects","MONDO:0800442","https://search.clinicalgenome.org/kb/conditions/MONDO:0800442","Autosomal dominant inheritance","","","","","definitive evidence (05/09/2023)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_44f4a5ee-8b1d-44b7-87ca-967968d8c0c4-2023-05-09T040000.000Z","Congenital Heart Disease","","",""
"MYH7","HGNC:7577","https://search.clinicalgenome.org/kb/genes/HGNC:7577","hypertrophic cardiomyopathy","MONDO:0005045","https://search.clinicalgenome.org/kb/conditions/MONDO:0005045","Autosomal dominant inheritance","0 - No Evidence for Haploinsufficiency (11/16/2015)","0 - No Evidence for Triplosensitivity (11/16/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7577","Dosage Working Group","definitive evidence (07/12/2023)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_31325c90-05cb-4db0-9372-e4f705cd5c82-2023-07-12T160000.000Z","Hereditary Cardiovascular Disease","Assertion Pending (08/14/2017)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC056","Adult Actionability Working Group"
"MYH7","HGNC:7577","https://search.clinicalgenome.org/kb/genes/HGNC:7577","arrhythmogenic right ventricular cardiomyopathy","MONDO:0016587","https://search.clinicalgenome.org/kb/conditions/MONDO:0016587","Autosomal dominant inheritance","0 - No Evidence for Haploinsufficiency (11/16/2015)","0 - No Evidence for Triplosensitivity (11/16/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7577","Dosage Working Group","limited evidence (08/06/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0265f091-a67d-4521-b6bd-5a110bd5356f-2019-08-06T160000.000Z","Arrhythmogenic Right Ventricular Cardiomyopathy","","",""
"MYH7","HGNC:7577","https://search.clinicalgenome.org/kb/genes/HGNC:7577","dilated cardiomyopathy","MONDO:0005021","https://search.clinicalgenome.org/kb/conditions/MONDO:0005021","Autosomal dominant inheritance","0 - No Evidence for Haploinsufficiency (11/16/2015)","0 - No Evidence for Triplosensitivity (11/16/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7577","Dosage Working Group","definitive evidence (05/30/2025)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_4ec27d4f-70ea-4c6a-ad67-d6260ecadcde-2025-05-30T160000.000Z","Dilated Cardiomyopathy","","",""
"MYH7","HGNC:7577","https://search.clinicalgenome.org/kb/genes/HGNC:7577","MYH7-related skeletal myopathy","MONDO:0008050","https://search.clinicalgenome.org/kb/conditions/MONDO:0008050","Autosomal dominant inheritance","0 - No Evidence for Haploinsufficiency (11/16/2015)","0 - No Evidence for Triplosensitivity (11/16/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7577","Dosage Working Group","definitive evidence (05/13/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8974721a-f333-4fb7-b8b7-043233d3d100-2021-05-13T160000.000Z","Congenital Myopathies","","",""
"MYH7","HGNC:7577","https://search.clinicalgenome.org/kb/genes/HGNC:7577","congenital heart disease","MONDO:0005453","https://search.clinicalgenome.org/kb/conditions/MONDO:0005453","Autosomal dominant inheritance","0 - No Evidence for Haploinsufficiency (11/16/2015)","0 - No Evidence for Triplosensitivity (11/16/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7577","Dosage Working Group","limited evidence (02/12/2024)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e9da50d1-a17c-4396-a6e6-632077b277b2-2024-02-12T170000.000Z","Congenital Heart Disease","","",""
"MYH7","HGNC:7577","https://search.clinicalgenome.org/kb/genes/HGNC:7577","familial hypertrophic cardiomyopathy","MONDO:0024573","https://search.clinicalgenome.org/kb/conditions/MONDO:0024573","N/A","0 - No Evidence for Haploinsufficiency (11/16/2015)","0 - No Evidence for Triplosensitivity (11/16/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7577","Dosage Working Group","","","","Assertion Pending (08/14/2017)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC056","Adult Actionability Working Group"
"MYH7","HGNC:7577","https://search.clinicalgenome.org/kb/genes/HGNC:7577","hypertrophic cardiomyopathy 1","MONDO:0008647","https://search.clinicalgenome.org/kb/conditions/MONDO:0008647","N/A","0 - No Evidence for Haploinsufficiency (11/16/2015)","0 - No Evidence for Triplosensitivity (11/16/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7577","Dosage Working Group","","","","Assertion Pending (08/14/2017)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC056","Adult Actionability Working Group"
"MYH9","HGNC:7579","https://search.clinicalgenome.org/kb/genes/HGNC:7579","macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss","MONDO:0015912","https://search.clinicalgenome.org/kb/conditions/MONDO:0015912","Autosomal dominant inheritance","1 - Little Evidence for Haploinsufficiency (09/04/2024)","0 - No Evidence for Triplosensitivity (09/04/2024)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7579","Dosage Working Group","definitive evidence (02/20/2018)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d6801442-c490-44a0-9a60-84ab5b20f7ac-2018-02-20T050000.000Z","Hearing Loss","","",""
"MYL1","HGNC:7582","https://search.clinicalgenome.org/kb/genes/HGNC:7582","congenital myopathy","MONDO:0019952","https://search.clinicalgenome.org/kb/conditions/MONDO:0019952","Autosomal recessive inheritance","","","","","limited evidence (02/24/2025)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1c69fb71-4553-473e-94b7-a8c34af84739-2025-02-24T170000.000Z","Congenital Myopathies","","",""
"MYL2","HGNC:7583","https://search.clinicalgenome.org/kb/genes/HGNC:7583","hypertrophic cardiomyopathy","MONDO:0005045","https://search.clinicalgenome.org/kb/conditions/MONDO:0005045","Autosomal dominant inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (11/20/2015)","0 - No Evidence for Triplosensitivity (11/20/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7583","Dosage Working Group","definitive evidence (07/13/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7b25ff6c-3ede-46a3-a637-3eab7aa18569-2021-07-13T154913.625Z","Hypertrophic Cardiomyopathy","Assertion Pending (08/14/2017)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC056","Adult Actionability Working Group"
"MYL2","HGNC:7583","https://search.clinicalgenome.org/kb/genes/HGNC:7583","arrhythmogenic right ventricular cardiomyopathy","MONDO:0016587","https://search.clinicalgenome.org/kb/conditions/MONDO:0016587","Autosomal dominant inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (11/20/2015)","0 - No Evidence for Triplosensitivity (11/20/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7583","Dosage Working Group","no known disease relationship (05/24/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b1db17cf-199d-4bd7-9673-e8f06219fc26-2019-05-24T160000.000Z","Arrhythmogenic Right Ventricular Cardiomyopathy","","",""
"MYL2","HGNC:7583","https://search.clinicalgenome.org/kb/genes/HGNC:7583","dilated cardiomyopathy","MONDO:0005021","https://search.clinicalgenome.org/kb/conditions/MONDO:0005021","Autosomal dominant inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (11/20/2015)","0 - No Evidence for Triplosensitivity (11/20/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7583","Dosage Working Group","limited evidence (05/16/2025)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8405609b-1664-4849-848e-bec138350c92-2025-05-16T160000.000Z","Dilated Cardiomyopathy","","",""
"MYL2","HGNC:7583","https://search.clinicalgenome.org/kb/genes/HGNC:7583","hypertrophic cardiomyopathy 10","MONDO:0012112","https://search.clinicalgenome.org/kb/conditions/MONDO:0012112","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (11/20/2015)","0 - No Evidence for Triplosensitivity (11/20/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7583","Dosage Working Group","","","","Assertion Pending (08/14/2017)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC056","Adult Actionability Working Group"
"MYL2","HGNC:7583","https://search.clinicalgenome.org/kb/genes/HGNC:7583","familial hypertrophic cardiomyopathy","MONDO:0024573","https://search.clinicalgenome.org/kb/conditions/MONDO:0024573","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (11/20/2015)","0 - No Evidence for Triplosensitivity (11/20/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7583","Dosage Working Group","","","","Assertion Pending (08/14/2017)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC056","Adult Actionability Working Group"
"MYL3","HGNC:7584","https://search.clinicalgenome.org/kb/genes/HGNC:7584","hypertrophic cardiomyopathy","MONDO:0005045","https://search.clinicalgenome.org/kb/conditions/MONDO:0005045","Autosomal dominant inheritance","0 - No Evidence for Haploinsufficiency (11/18/2015)","0 - No Evidence for Triplosensitivity (11/18/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7584","Dosage Working Group","definitive evidence (06/07/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d74b9d56-4f2a-4479-8913-1d96ddc28592-2021-06-07T145050.605Z","Hypertrophic Cardiomyopathy","Assertion Pending (08/14/2017)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC056","Adult Actionability Working Group"
"MYL3","HGNC:7584","https://search.clinicalgenome.org/kb/genes/HGNC:7584","arrhythmogenic right ventricular cardiomyopathy","MONDO:0016587","https://search.clinicalgenome.org/kb/conditions/MONDO:0016587","Autosomal dominant inheritance","0 - No Evidence for Haploinsufficiency (11/18/2015)","0 - No Evidence for Triplosensitivity (11/18/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7584","Dosage Working Group","limited evidence (09/13/2019)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b1d5e9bf-ca57-445a-a432-27fe221484bf-2019-09-13T160000.000Z","Arrhythmogenic Right Ventricular Cardiomyopathy","","",""
"MYL3","HGNC:7584","https://search.clinicalgenome.org/kb/genes/HGNC:7584","dilated cardiomyopathy","MONDO:0005021","https://search.clinicalgenome.org/kb/conditions/MONDO:0005021","Autosomal dominant inheritance","0 - No Evidence for Haploinsufficiency (11/18/2015)","0 - No Evidence for Triplosensitivity (11/18/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7584","Dosage Working Group","disputing (05/30/2025)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6fdf5074-f853-473c-bd04-2c95c172b98a-2025-05-30T160000.000Z","Dilated Cardiomyopathy","","",""
"MYL3","HGNC:7584","https://search.clinicalgenome.org/kb/genes/HGNC:7584","familial hypertrophic cardiomyopathy","MONDO:0024573","https://search.clinicalgenome.org/kb/conditions/MONDO:0024573","N/A","0 - No Evidence for Haploinsufficiency (11/18/2015)","0 - No Evidence for Triplosensitivity (11/18/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7584","Dosage Working Group","","","","Assertion Pending (08/14/2017)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC056","Adult Actionability Working Group"
"MYL3","HGNC:7584","https://search.clinicalgenome.org/kb/genes/HGNC:7584","hypertrophic cardiomyopathy 8","MONDO:0012111","https://search.clinicalgenome.org/kb/conditions/MONDO:0012111","N/A","0 - No Evidence for Haploinsufficiency (11/18/2015)","0 - No Evidence for Triplosensitivity (11/18/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7584","Dosage Working Group","","","","Assertion Pending (08/14/2017)","https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC056","Adult Actionability Working Group"
"MYLK","HGNC:7590","https://search.clinicalgenome.org/kb/genes/HGNC:7590","familial thoracic aortic aneurysm and aortic dissection","MONDO:0019625","https://search.clinicalgenome.org/kb/conditions/MONDO:0019625","Autosomal dominant inheritance","1 - Little Evidence for Haploinsufficiency (01/14/2016)","0 - No Evidence for Triplosensitivity (01/14/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7590","Dosage Working Group","strong evidence (12/18/2016)","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8257","Heritable Thoracic Aortic Aneurysm and Dissection","","",""
"MYLK","HGNC:7590","https://search.clinicalgenome.org/kb/genes/HGNC:7590","aortic aneurysm, familial thoracic 7","MONDO:0013418","https://search.clinicalgenome.org/kb/conditions/MONDO:0013418","N/A","1 - Little Evidence for Haploinsufficiency (01/14/2016)","0 - No Evidence for Triplosensitivity (01/14/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7590","Dosage Working Group","","","","","",""
"MYLK2","HGNC:16243","https://search.clinicalgenome.org/kb/genes/HGNC:16243","hypertrophic cardiomyopathy","MONDO:0005045","https://search.clinicalgenome.org/kb/conditions/MONDO:0005045","Autosomal dominant inheritance","","","","","disputing (02/08/2023)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6f0f41e3-7b5b-477c-b45d-598b5f8f3df0-2023-02-08T170000.000Z","Hereditary Cardiovascular Disease","","",""
"MYLK3","HGNC:29826","https://search.clinicalgenome.org/kb/genes/HGNC:29826","dilated cardiomyopathy","MONDO:0005021","https://search.clinicalgenome.org/kb/conditions/MONDO:0005021","Autosomal dominant inheritance","","","","","moderate evidence (07/11/2025)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_713bb7fc-2ae0-488f-acfa-4c0bf963e8bc-2025-07-11T160000.000Z","Dilated Cardiomyopathy","","",""
"MYMK","HGNC:33778","https://search.clinicalgenome.org/kb/genes/HGNC:33778","obsolete Carey-Fineman-Ziter syndrome","MONDO:0009700","https://search.clinicalgenome.org/kb/conditions/MONDO:0009700","Autosomal recessive inheritance","","","","","definitive evidence (04/08/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_570cb879-d299-41b0-87ba-406bf9567266-2022-04-08T040057.342Z","Syndromic Disorders","","",""
"MYO15A","HGNC:7594","https://search.clinicalgenome.org/kb/genes/HGNC:7594","nonsyndromic genetic hearing loss","MONDO:0019497","https://search.clinicalgenome.org/kb/conditions/MONDO:0019497","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7594","Dosage Working Group","definitive evidence (11/21/2017)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2cf0898e-5e63-4327-9341-fdf26490beee-2017-11-21T170000.000Z","Hearing Loss","Strong Actionability (10/29/2020)","https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1018","Pediatric Actionability Working Group"
"MYO15A","HGNC:7594","https://search.clinicalgenome.org/kb/genes/HGNC:7594","autosomal recessive nonsyndromic hearing loss 3","MONDO:0010860","https://search.clinicalgenome.org/kb/conditions/MONDO:0010860","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7594","Dosage Working Group","","","","Strong Actionability (10/29/2020)","https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1018","Pediatric Actionability Working Group"
"MYO15A","HGNC:7594","https://search.clinicalgenome.org/kb/genes/HGNC:7594","prelingual non-syndromic genetic hearing loss","MONDO:0016297","https://search.clinicalgenome.org/kb/conditions/MONDO:0016297","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7594","Dosage Working Group","","","","Strong Actionability (10/29/2020)","https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1018","Pediatric Actionability Working Group"
"MYO15A","HGNC:7594","https://search.clinicalgenome.org/kb/genes/HGNC:7594","hearing loss, autosomal recessive","MONDO:0019588","https://search.clinicalgenome.org/kb/conditions/MONDO:0019588","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7594","Dosage Working Group","","","","Strong Actionability (10/29/2020)","https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1018","Pediatric Actionability Working Group"
"MYO18B","HGNC:18150","https://search.clinicalgenome.org/kb/genes/HGNC:18150","Klippel-Feil anomaly-myopathy-facial dysmorphism syndrome","MONDO:0014689","https://search.clinicalgenome.org/kb/conditions/MONDO:0014689","Autosomal recessive inheritance","","","","","definitive evidence (04/28/2025)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_00998e50-dd3f-4bfa-8500-34d34980d5c8-2025-04-28T160000.000Z","Congenital Myopathies","","",""
"MYO1A","HGNC:7595","https://search.clinicalgenome.org/kb/genes/HGNC:7595","nonsyndromic genetic hearing loss","MONDO:0019497","https://search.clinicalgenome.org/kb/conditions/MONDO:0019497","Autosomal dominant inheritance","","","","","refuting evidence (01/16/2018)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3dcc24f7-4cf7-413b-a956-16ad58bcbd36-2018-01-16T170000.000Z","Hearing Loss","","",""
"MYO1C","HGNC:7597","https://search.clinicalgenome.org/kb/genes/HGNC:7597","nonsyndromic genetic hearing loss","MONDO:0019497","https://search.clinicalgenome.org/kb/conditions/MONDO:0019497","Autosomal dominant inheritance","","","","","disputing (06/26/2018)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f27e3d88-0a3d-44f8-bbbc-1f668e596541-2018-06-26T160000.000Z","Hearing Loss","","",""
"MYO1C","HGNC:7597","https://search.clinicalgenome.org/kb/genes/HGNC:7597","autosomal dominant nonsyndromic hearing loss","MONDO:0019587","https://search.clinicalgenome.org/kb/conditions/MONDO:0019587","Autosomal dominant inheritance","","","","","disputing (06/26/2018)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f27e3d88-0a3d-44f8-bbbc-1f668e596541-2018-06-26T160000.000Z","Hearing Loss","","",""
"MYO1E","HGNC:7599","https://search.clinicalgenome.org/kb/genes/HGNC:7599","focal segmental glomerulosclerosis 6","MONDO:0013589","https://search.clinicalgenome.org/kb/conditions/MONDO:0013589","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Triplosensitivity (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7599","Dosage Working Group","","","","","",""
"MYO1F","HGNC:7600","https://search.clinicalgenome.org/kb/genes/HGNC:7600","nonsyndromic genetic hearing loss","MONDO:0019497","https://search.clinicalgenome.org/kb/conditions/MONDO:0019497","Autosomal dominant inheritance","","","","","disputing (10/31/2024)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c422abbd-4f16-4da0-8569-d5d7138be488-2024-10-31T160000.000Z","Hearing Loss","","",""
"MYO3A","HGNC:7601","https://search.clinicalgenome.org/kb/genes/HGNC:7601","nonsyndromic genetic hearing loss","MONDO:0019497","https://search.clinicalgenome.org/kb/conditions/MONDO:0019497","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (03/06/2018)","0 - No Evidence for Triplosensitivity (03/06/2018)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7601","Dosage Working Group","definitive evidence (06/01/2023)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a8fa3d7b-73a2-43a3-8f13-7dac3fd27737-2023-06-01T160000.000Z","Hearing Loss","Strong Actionability (10/29/2020)","https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1018","Pediatric Actionability Working Group"
"MYO3A","HGNC:7601","https://search.clinicalgenome.org/kb/genes/HGNC:7601","hearing loss, autosomal recessive","MONDO:0019588","https://search.clinicalgenome.org/kb/conditions/MONDO:0019588","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (03/06/2018)","0 - No Evidence for Triplosensitivity (03/06/2018)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7601","Dosage Working Group","","","","Strong Actionability (10/29/2020)","https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1018","Pediatric Actionability Working Group"
"MYO3A","HGNC:7601","https://search.clinicalgenome.org/kb/genes/HGNC:7601","prelingual non-syndromic genetic hearing loss","MONDO:0016297","https://search.clinicalgenome.org/kb/conditions/MONDO:0016297","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (03/06/2018)","0 - No Evidence for Triplosensitivity (03/06/2018)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7601","Dosage Working Group","","","","Strong Actionability (10/29/2020)","https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1018","Pediatric Actionability Working Group"
"MYO3A","HGNC:7601","https://search.clinicalgenome.org/kb/genes/HGNC:7601","autosomal recessive nonsyndromic hearing loss 30","MONDO:0011774","https://search.clinicalgenome.org/kb/conditions/MONDO:0011774","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (03/06/2018)","0 - No Evidence for Triplosensitivity (03/06/2018)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7601","Dosage Working Group","","","","Strong Actionability (10/29/2020)","https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1018","Pediatric Actionability Working Group"
"MYO5A","HGNC:7602","https://search.clinicalgenome.org/kb/genes/HGNC:7602","Griscelli syndrome type 1","MONDO:0008962","https://search.clinicalgenome.org/kb/conditions/MONDO:0008962","Autosomal recessive inheritance","30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)","0 - No Evidence for Triplosensitivity (08/22/2016)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7602","Dosage Working Group","definitive evidence (07/27/2021)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_792cf7b2-5ca7-4d85-95a5-a43eaa52b180-2021-07-27T144901.941Z","Syndromic Disorders","","",""
"MYO5B","HGNC:7603","https://search.clinicalgenome.org/kb/genes/HGNC:7603","microvillus inclusion disease","MONDO:0009635","https://search.clinicalgenome.org/kb/conditions/MONDO:0009635","N/A","30 - Gene Associated with Autosomal Recessive Phenotype (04/09/2015)","0 - No Evidence for Triplosensitivity (04/09/2015)","https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7603","Dosage Working Group","","","","","",""
"MYO6","HGNC:7605","https://search.clinicalgenome.org/kb/genes/HGNC:7605","nonsyndromic genetic hearing loss","MONDO:0019497","https://search.clinicalgenome.org/kb/conditions/MONDO:0019497","Autosomal dominant inheritance","","","","","definitive evidence (02/20/2018)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_50d408fe-e298-4683-985c-57a37b30e273-2018-02-20T170000.000Z","Hearing Loss","Strong Actionability (10/29/2020)","https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1018","Pediatric Actionability Working Group"
"MYO6","HGNC:7605","https://search.clinicalgenome.org/kb/genes/HGNC:7605","autosomal recessive nonsyndromic hearing loss 37","MONDO:0011912","https://search.clinicalgenome.org/kb/conditions/MONDO:0011912","N/A","","","","","","","","Strong Actionability (10/29/2020)","https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1018","Pediatric Actionability Working Group"
"MYO6","HGNC:7605","https://search.clinicalgenome.org/kb/genes/HGNC:7605","prelingual non-syndromic genetic hearing loss","MONDO:0016297","https://search.clinicalgenome.org/kb/conditions/MONDO:0016297","N/A","","","","","","","","Strong Actionability (10/29/2020)","https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1018","Pediatric Actionability Working Group"
"MYO6","HGNC:7605","https://search.clinicalgenome.org/kb/genes/HGNC:7605","hearing loss, autosomal recessive","MONDO:0019588","https://search.clinicalgenome.org/kb/conditions/MONDO:0019588","N/A","","","","","","","","Strong Actionability (10/29/2020)","https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC1018","Pediatric Actionability Working Group"
"MYO7A","HGNC:7606","https://search.clinicalgenome.org/kb/genes/HGNC:7606","Usher syndrome type 1","MONDO:0010168","https://search.clinicalgenome.org/kb/conditions/MONDO:0010168","Autosomal recessive inheritance","","","","","definitive evidence (06/28/2018)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1e897a2f-d4cf-4e13-85d8-f37405a09b18-2018-06-28T160000.000Z","Hearing Loss","","",""
"MYO7A","HGNC:7606","https://search.clinicalgenome.org/kb/genes/HGNC:7606","nonsyndromic genetic hearing loss","MONDO:0019497","https://search.clinicalgenome.org/kb/conditions/MONDO:0019497","Autosomal dominant inheritance","","","","","definitive evidence (03/19/2018)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_598b33f0-cdad-4290-b6eb-f9c2304c7bb6-2018-03-19T160000.000Z","Hearing Loss","","",""
"MYO9A","HGNC:7608","https://search.clinicalgenome.org/kb/genes/HGNC:7608","arthrogryposis syndrome","MONDO:0015225","https://search.clinicalgenome.org/kb/conditions/MONDO:0015225","Autosomal recessive inheritance","","","","","limited evidence (11/24/2016)","https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_5465","General Gene Curation","","",""
"MYOC","HGNC:7610","https://search.clinicalgenome.org/kb/genes/HGNC:7610","open-angle glaucoma","MONDO:0005338","https://search.clinicalgenome.org/kb/conditions/MONDO:0005338","Autosomal dominant inheritance","","","","","definitive evidence (02/17/2022)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fe5896cf-ec59-431e-bf95-02de61729269-2022-02-17T170000.000Z","Glaucoma and Neuro-Ophthalmology","","",""
"MYOM1","HGNC:7613","https://search.clinicalgenome.org/kb/genes/HGNC:7613","hypertrophic cardiomyopathy","MONDO:0005045","https://search.clinicalgenome.org/kb/conditions/MONDO:0005045","Autosomal dominant inheritance","","","","","disputing (02/23/2023)","https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8ff00fbf-6b20-49cd-8af8-0f6404240db5-2023-02-23T170000.000Z","Hereditary Cardiovascular Disease","","",""
